drug1,drug2,enzyme_overlap,target_overlap,pathway_overlap,transporter_overlap,side_effect_overlap,interaction,risk_score,severity
Fosinopril,Aripiprazole,None,None,None,None,None,0,0.0151,LOW
Gliclazide,Oxazepam,None,None,None,None,None,0,0.0253,LOW
Fluoxetine,Fluconazole,None,None,None,P-glycoprotein (P-gp),Nausea,0,0.2697,MEDIUM
Glimepiride,Lixisenatide,None,None,None,None,None,0,0.0783,LOW
Atenolol,Albuterol,None,Beta-2 adrenergic receptor,None,None,None,1,0.1422,LOW
Cimetidine,Lixisenatide,None,None,None,None,None,0,0.0512,LOW
Quinapril,Budesonide,None,None,None,None,None,0,0.0451,LOW
Zoledronic acid,Furosemide,None,None,None,None,None,0,0.0415,LOW
Trandolapril,Glyburide,None,None,None,None,None,0,0.0564,LOW
Fludrocortisone,Midazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5238,HIGH
Etidronate,Rizatriptan,None,None,None,None,None,0,0.0209,LOW
Ketoconazole,Methylprednisolone,None,None,None,P-glycoprotein (P-gp),None,1,0.1124,LOW
Frovatriptan,Ritonavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1015,LOW
Captopril,Telithromycin,None,None,None,None,None,0,0.0643,LOW
Glimepiride,Tamsulosin,None,None,None,None,None,0,0.0512,LOW
Labetalol,Silodosin,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.459,MEDIUM
Olmesartan,Olanzapine,CYP3A4,None,None,None,None,1,0.4418,MEDIUM
Nimodipine,Prazosin,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.661,HIGH
Pravastatin,Rizatriptan,None,None,None,None,None,0,0.0486,LOW
Voriconazole,Triamcinolone,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Moexipril,Amitriptyline,None,None,None,None,None,0,0.0517,LOW
Indomethacin,Triamcinolone,None,None,None,None,None,0,0.0617,LOW
Canagliflozin,Darunavir,None,None,None,P-glycoprotein (P-gp),None,1,0.1017,LOW
Piroxicam,Indacaterol,None,None,None,None,None,0,0.033,LOW
Telithromycin,Imipramine,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2903,MEDIUM
Olmesartan,Edoxaban,CYP2C9;CYP3A4,None,None,BCRP,None,1,0.5392,HIGH
Fluvastatin,Ertugliflozin,None,None,None,BCRP,None,1,0.1359,LOW
Norfloxacin,Amitriptyline,None,None,None,None,QTc prolongation,1,0.1168,LOW
Nabumetone,Dabigatran,CYP2C9,None,None,None,None,1,0.4436,MEDIUM
Terazosin,Imipramine,CYP2D6,None,None,P-glycoprotein (P-gp),Orthostatic hypotension,1,0.6719,HIGH
Diltiazem,Protriptyline,None,None,None,P-glycoprotein (P-gp),None,0,0.126,LOW
Lisinopril,Fondaparinux,None,None,None,None,None,0,0.0327,LOW
Valsartan,Prednisone,CYP3A4,None,None,None,None,1,0.4489,MEDIUM
Losartan,Olodaterol,None,None,None,None,None,0,0.0302,LOW
Simvastatin,Ketoconazole,None,None,None,None,None,0,0.0798,LOW
Prazosin,Desipramine,CYP2D6,None,None,P-glycoprotein (P-gp),Orthostatic hypotension,1,0.6271,HIGH
Salmeterol,Risperidone,None,None,None,None,None,0,0.0159,LOW
Simvastatin,Lixisenatide,None,None,None,None,None,0,0.035,LOW
Edoxaban,Valproate,CYP2C9;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5699,HIGH
Ofloxacin,Linagliptin,None,None,None,None,None,0,0.0788,LOW
Apixaban,Doxazosin,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5249,HIGH
Ciprofloxacin,Moxifloxacin,CYP1A2 (inhibitor),DNA gyrase;Topoisomerase IV,Bacterial DNA replication,OAT3;MATE1,QTc prolongation;Tendon rupture;Dysglycemia;Aortic aneurysm risk,1,0.9886,CRITICAL
Pitavastatin,Valsartan,CYP3A4,None,None,OATP1B1;BCRP,None,1,0.529,HIGH
Edoxaban,Tamsulosin,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.499,MEDIUM
Pravastatin,Triamcinolone,CYP3A4,None,None,None,None,1,0.3604,MEDIUM
Losartan,Ertugliflozin,None,None,None,BCRP,None,0,0.1,LOW
Omeprazole,Sotagliflozin,None,None,None,P-glycoprotein (P-gp),None,0,0.1114,LOW
Verapamil,Olanzapine,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4834,MEDIUM
Prazosin,Alogliptin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Esmolol,Silodosin,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4856,MEDIUM
Cimetidine,Cariprazine,None,None,None,None,None,0,0.0643,LOW
Glipizide,Vildagliptin,None,None,None,None,None,0,0.0241,LOW
Clarithromycin,Rizatriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1467,LOW
Lamotrigine,Budesonide,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.463,MEDIUM
Sumatriptan,Silodosin,None,None,None,P-glycoprotein (P-gp),Dizziness,1,0.2452,LOW
Chlorpropamide,Liraglutide,None,None,None,None,None,0,0.0676,LOW
Rivaroxaban,Bumetanide,None,None,None,None,None,0,0.0152,LOW
Fondaparinux,Fidaxomicin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Erythromycin,Saquinavir,None,None,None,P-glycoprotein (P-gp),Hepatotoxicity,1,0.2895,MEDIUM
Zoledronic acid,Lopinavir,None,None,None,None,None,0,0.0367,LOW
Azilsartan,Rizatriptan,None,None,None,None,Dizziness,0,0.1424,LOW
Topiramate,Clomipramine,None,None,None,P-glycoprotein (P-gp),None,0,0.1036,LOW
Irbesartan,Prazosin,CYP3A4,None,None,None,Dizziness,1,0.5967,HIGH
Lisinopril,Amlodipine,None,None,None,None,None,0,0.0738,LOW
Captopril,Rivaroxaban,None,None,None,None,None,0,0.0519,LOW
Doxepin,Olanzapine,CYP2D6;CYP1A2,None,None,P-glycoprotein (P-gp),QTc prolongation;Sedation,1,0.6764,HIGH
Fosinopril,Apixaban,None,None,None,None,None,0,0.0254,LOW
Omeprazole,Albuterol,None,None,None,None,None,0,0.0506,LOW
Esmolol,Eprosartan,None,None,None,None,None,0,0.0628,LOW
Nebivolol,Telithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Ibuprofen,Edoxaban,CYP2C9,None,None,None,None,1,0.4354,MEDIUM
Citalopram,Semaglutide,None,None,None,None,Nausea,0,0.1492,LOW
Trandolapril,Exenatide,None,None,None,None,None,0,0.0348,LOW
Perindopril,Cimetidine,None,None,None,None,None,0,0.033,LOW
Labetalol,Fondaparinux,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Gliclazide,Dapagliflozin,None,None,None,None,None,0,0.0549,LOW
Risedronate,Terazosin,None,None,None,None,None,0,0.0782,LOW
Alprazolam,Lixisenatide,None,None,None,None,None,0,0.0719,LOW
Amlodipine,Clarithromycin,None,None,None,P-glycoprotein (P-gp),None,0,0.1329,LOW
Verapamil,Clarithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Lansoprazole,Budesonide,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.538,HIGH
Celecoxib,Linagliptin,None,None,None,None,None,0,0.0246,LOW
Ritonavir,Bumetanide,None,None,None,None,None,0,0.0419,LOW
Levofloxacin,Warfarin,None,None,None,None,None,0,0.0532,LOW
Oxcarbazepine,Triamcinolone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4843,MEDIUM
Fluoxetine,Alogliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Verapamil,Warfarin,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4963,MEDIUM
Moxifloxacin,Cariprazine,None,None,None,None,QTc prolongation,0,0.199,LOW
Isradipine,Norfloxacin,None,None,None,None,None,0,0.0576,LOW
Zoledronic acid,Oxcarbazepine,None,None,None,None,None,0,0.0423,LOW
Benazepril,Azilsartan,None,None,Renin-angiotensin-aldosterone system (RAAS),None,Hyperkalemia;Hypotension,1,0.3585,MEDIUM
Enalapril,Terazosin,None,None,None,None,None,0,0.0783,LOW
Felodipine,Delafloxacin,None,None,None,None,None,0,0.0601,LOW
Ziprasidone,Indapamide,None,None,None,None,None,0,0.0327,LOW
Diltiazem,Triazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4745,MEDIUM
Lurasidone,Chlorthalidone,None,None,None,None,None,0,0.0524,LOW
Naratriptan,Saquinavir,None,None,None,P-glycoprotein (P-gp),None,1,0.1222,LOW
Meloxicam,Tipranavir,None,None,None,None,None,0,0.0622,LOW
Ritonavir,Ranitidine,None,None,None,None,None,0,0.0169,LOW
Timolol,Azithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1234,LOW
Ketorolac,Desipramine,None,None,None,None,None,0,0.0672,LOW
Carvedilol,Desipramine,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.5326,HIGH
Meloxicam,Temazepam,None,None,None,None,None,0,0.0572,LOW
Diclofenac,Azithromycin,None,None,None,None,None,0,0.0325,LOW
Diltiazem,Delafloxacin,None,None,None,None,None,0,0.0157,LOW
Glipizide,Chlorpropamide,CYP2C9,Sulfonylurea receptor 1 (SUR1 / ABCC8),Insulin secretion pathway,OATP1B1,Weight gain;Hypoglycemia;Hypersensitivity reactions,1,0.9494,CRITICAL
Fluvastatin,Alendronate,None,None,None,None,None,0,0.0186,LOW
Budesonide,Temazepam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4814,MEDIUM
Esmolol,Risperidone,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4922,MEDIUM
Amlodipine,Topiramate,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.6878,HIGH
Pantoprazole,Nizatidine,None,None,Gastric acid secretion pathway,None,Headache,1,0.3279,MEDIUM
Carbamazepine,Cimetidine,None,None,None,None,Dizziness,1,0.1503,LOW
Itraconazole,Chlordiazepoxide,None,None,None,P-glycoprotein (P-gp),None,1,0.1359,LOW
Protriptyline,Chlorthalidone,None,None,None,None,None,0,0.0267,LOW
Clevidipine,Semaglutide,None,None,None,None,None,0,0.03,LOW
Silodosin,Cariprazine,CYP2D6;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5695,HIGH
Pitavastatin,Erythromycin,None,None,None,None,None,0,0.0519,LOW
Nabumetone,Doxepin,None,None,None,None,None,0,0.0479,LOW
Voriconazole,Lacosamide,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Sumatriptan,Lurasidone,CYP1A2,None,None,P-glycoprotein (P-gp),None,1,0.5485,HIGH
Rivaroxaban,Zolmitriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1448,LOW
Fluvoxamine,Alendronate,None,None,None,None,None,0,0.0612,LOW
Terazosin,Furosemide,None,None,None,None,None,0,0.0275,LOW
Nelfinavir,Vildagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Indinavir,Triazolam,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Alprazolam,Oxazepam,UGT1A4;CYP2C19;CYP3A4,GABA-A receptor (alpha-1/2/3/5 subunits),GABAergic neurotransmission pathway,P-glycoprotein (P-gp),Tolerance;Respiratory depression;Dependence;Anterograde amnesia;Sedation,1,1.0,CRITICAL
Sertraline,Oxazepam,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.5138,HIGH
Irbesartan,Isavuconazole,None,None,None,None,None,0,0.0505,LOW
Lamotrigine,Paliperidone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5389,HIGH
Atorvastatin,Glimepiride,None,None,None,OATP1B1,None,1,0.1,LOW
Lacosamide,Metolazone,None,None,None,None,None,0,0.0294,LOW
Fondaparinux,Liraglutide,None,None,None,None,None,0,0.0244,LOW
Fluoxetine,Brexpiprazole,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.5272,HIGH
Escitalopram,Lixisenatide,None,None,None,None,Nausea,0,0.1712,LOW
Esomeprazole,Budesonide,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5295,HIGH
Captopril,Saquinavir,None,None,None,None,None,0,0.069,LOW
Ramipril,Moxifloxacin,None,None,None,None,None,0,0.0675,LOW
Piroxicam,Formoterol,None,None,None,None,None,0,0.0165,LOW
Bisoprolol,Risperidone,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.507,HIGH
Labetalol,Irbesartan,None,None,None,None,None,0,0.0437,LOW
Risedronate,Bumetanide,None,None,None,None,None,0,0.0161,LOW
Pitavastatin,Ibuprofen,None,None,None,None,None,0,0.0624,LOW
Naratriptan,Bumetanide,None,None,None,None,None,0,0.0471,LOW
Bisoprolol,Budesonide,None,None,None,P-glycoprotein (P-gp),None,1,0.1278,LOW
Lamotrigine,Ranitidine,None,None,None,None,Dizziness,0,0.149,LOW
Tipranavir,Clomipramine,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Celecoxib,Betamethasone,None,None,None,None,None,0,0.028,LOW
Simvastatin,Irbesartan,CYP3A4,None,None,OATP1B1;BCRP,None,1,0.5039,HIGH
Dapagliflozin,Betamethasone,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Posaconazole,Clozapine,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2475,LOW
Sotagliflozin,Tamsulosin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Atorvastatin,Alprazolam,CYP3A4,None,None,None,None,1,0.3905,MEDIUM
Carvedilol,Vilanterol,None,Beta-2 adrenergic receptor,None,None,None,0,0.1172,LOW
Fosinopril,Lamotrigine,None,None,None,None,None,0,0.0307,LOW
Candethartan,Irbesartan,CYP2C9;CYP3A4,Angiotensin II receptor type 1 (AT1),Renin-angiotensin-aldosterone system (RAAS),OATP1B1;BCRP,Hyperkalemia;Hypotension;Dizziness;Renal impairment,1,1.0,CRITICAL
Nimodipine,Paroxetine,None,None,None,P-glycoprotein (P-gp),None,1,0.1304,LOW
Fluvoxamine,Rizatriptan,None,None,None,P-glycoprotein (P-gp),None,1,0.1188,LOW
Frovatriptan,Prazosin,None,None,None,P-glycoprotein (P-gp),Dizziness,0,0.292,MEDIUM
Perindopril,Omeprazole,None,None,None,None,None,0,0.0385,LOW
Valproate,Desipramine,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Indinavir,Clonazepam,None,None,None,P-glycoprotein (P-gp),None,1,0.1411,LOW
Itraconazole,Clonazepam,None,None,None,P-glycoprotein (P-gp),None,0,0.1131,LOW
Lisinopril,Fludrocortisone,None,None,None,None,None,0,0.0454,LOW
Phenytoin,Indapamide,None,None,None,None,None,0,0.011,LOW
Prazosin,Diazepam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5466,HIGH
Silodosin,Formoterol,None,None,None,None,None,0,0.0487,LOW
Paroxetine,Chlordiazepoxide,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.5066,HIGH
Captopril,Clozapine,None,None,None,None,None,0,0.0611,LOW
Gliclazide,Darunavir,None,None,None,None,None,0,0.0773,LOW
Piroxicam,Fondaparinux,CYP2C9,None,None,None,None,1,0.378,MEDIUM
Fondaparinux,Chlordiazepoxide,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5383,HIGH
Clevidipine,Midazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5055,HIGH
Nicardipine,Darunavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1146,LOW
Clozapine,Cariprazine,CYP2D6;CYP3A4;CYP1A2,Serotonin 5-HT2A receptor;Dopamine D2 receptor,Dopaminergic and serotonergic neurotransmission pathways,P-glycoprotein (P-gp),QTc prolongation;Extrapyramidal symptoms;Metabolic syndrome;Hyperprolactinemia;Sedation,1,1.0,CRITICAL
Naproxen,Darunavir,None,None,None,None,None,0,0.0704,LOW
Risedronate,Vildagliptin,None,None,None,None,None,0,0.0425,LOW
Chlorthalidone,Linagliptin,None,None,None,None,None,0,0.0591,LOW
Felodipine,Imipramine,None,None,None,P-glycoprotein (P-gp),None,0,0.1099,LOW
Midazolam,Bumetanide,None,None,None,None,None,0,0.0287,LOW
Telithromycin,Indinavir,None,None,None,P-glycoprotein (P-gp),Hepatotoxicity,1,0.2348,LOW
Isradipine,Diclofenac,None,None,None,None,None,0,0.0133,LOW
Moxifloxacin,Rizatriptan,None,None,None,None,None,0,0.0371,LOW
Ciprofloxacin,Gliclazide,None,None,None,None,None,0,0.05,LOW
Gemifloxacin,Silodosin,None,None,None,None,None,0,0.0245,LOW
Nortriptyline,Doxepin,CYP2D6;CYP1A2,Norepinephrine transporter (NET);Muscarinic/Histamine receptors;Serotonin transporter (SERT),Monoaminergic neurotransmission pathway,P-glycoprotein (P-gp),QTc prolongation;Orthostatic hypotension;Anticholinergic effects;Weight gain;Sedation,1,1.0,CRITICAL
Moxifloxacin,Ibuprofen,None,None,None,OAT3,None,0,0.1,LOW
Edoxaban,Lamotrigine,CYP2C9;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5315,HIGH
Ketorolac,Empagliflozin,None,None,None,None,None,0,0.0217,LOW
Fluoxetine,Midazolam,CYP2C19,None,None,P-glycoprotein (P-gp),None,1,0.4522,MEDIUM
Atenolol,Clozapine,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.4576,MEDIUM
Citalopram,Tamsulosin,CYP2D6,None,None,P-glycoprotein (P-gp),None,1,0.5306,HIGH
Clonazepam,Doxepin,None,None,None,P-glycoprotein (P-gp),Sedation,0,0.2441,LOW
Warfarin,Fluconazole,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Prednisone,Dexamethasone,CYP3A4,Glucocorticoid receptor,Glucocorticoid receptor signaling pathway,P-glycoprotein (P-gp),Hyperglycemia;Cushings features;Osteoporosis;Immunosuppression;Weight gain,1,0.9001,CRITICAL
Quinapril,Itraconazole,None,None,None,None,None,0,0.0231,LOW
Captopril,Midazolam,None,None,None,None,None,0,0.0387,LOW
Carbamazepine,Saxagliptin,None,None,None,P-glycoprotein (P-gp),None,1,0.1008,LOW
Candethartan,Albuterol,None,None,None,None,None,0,0.0191,LOW
Lisinopril,Ibuprofen,None,None,None,None,None,0,0.0202,LOW
Isavuconazole,Alfuzosin,None,None,None,P-glycoprotein (P-gp),None,0,0.1311,LOW
Lisinopril,Labetalol,None,None,None,None,None,0,0.0218,LOW
Nabumetone,Naratriptan,None,None,None,None,None,0,0.053,LOW
Piroxicam,Irbesartan,CYP2C9,None,None,None,None,1,0.4232,MEDIUM
Telithromycin,Indacaterol,None,None,None,None,None,0,0.0203,LOW
Warfarin,Phenytoin,CYP2C9;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5711,HIGH
Risedronate,Prednisone,None,None,None,None,None,0,0.0281,LOW
Atazanavir,Alfuzosin,None,None,None,P-glycoprotein (P-gp),None,0,0.1357,LOW
Triamcinolone,Sitagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.149,LOW
Dabigatran,Atazanavir,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Azithromycin,Phenytoin,None,None,None,P-glycoprotein (P-gp),None,1,0.1287,LOW
Isradipine,Glyburide,None,None,None,None,None,0,0.0221,LOW
Saquinavir,Oxazepam,None,None,None,P-glycoprotein (P-gp),None,0,0.1023,LOW
Nimodipine,Metformin,None,None,None,None,None,0,0.0399,LOW
Olodaterol,Quetiapine,None,None,None,None,None,0,0.0763,LOW
Atenolol,Clarithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Meloxicam,Paliperidone,None,None,None,None,None,0,0.0111,LOW
Etodolac,Cariprazine,None,None,None,None,None,0,0.0344,LOW
Verapamil,Dexamethasone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.454,MEDIUM
Nadolol,Budesonide,None,None,None,P-glycoprotein (P-gp),None,0,0.1438,LOW
Etidronate,Doxazosin,None,None,None,None,None,0,0.0554,LOW
Valsartan,Zonisamide,CYP2C9;CYP3A4,None,None,None,Dizziness,1,0.5591,HIGH
Nimodipine,Protriptyline,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Enalapril,Aripiprazole,None,None,None,None,None,0,0.014,LOW
Sotagliflozin,Azithromycin,None,None,None,P-glycoprotein (P-gp),None,1,0.1234,LOW
Ertugliflozin,Saxagliptin,None,None,None,P-glycoprotein (P-gp),None,1,0.1122,LOW
Captopril,Zolmitriptan,None,None,None,None,None,0,0.0164,LOW
Levofloxacin,Valsartan,None,None,None,None,None,0,0.063,LOW
Bisoprolol,Nebivolol,CYP2D6,Beta-1 adrenergic receptor;Beta-2 adrenergic receptor,Adrenergic signaling pathway,P-glycoprotein (P-gp),Bronchospasm;Bradycardia;Cold extremities;Insomnia;Fatigue,1,0.9685,CRITICAL
Rabeprazole,Lamotrigine,CYP2C19;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5665,HIGH
Fosinopril,Bumetanide,None,None,None,None,None,0,0.0414,LOW
Delafloxacin,Methylprednisolone,None,None,None,None,None,0,0.0717,LOW
Sumatriptan,Olodaterol,None,None,None,None,None,0,0.0214,LOW
Pantoprazole,Ofloxacin,None,None,None,None,None,0,0.0428,LOW
Etidronate,Lamotrigine,None,None,None,None,None,0,0.042,LOW
Itraconazole,Semaglutide,None,None,None,None,Nausea,0,0.1608,LOW
Voriconazole,Formoterol,None,None,None,None,None,0,0.0441,LOW
Meloxicam,Telmisartan,CYP2C9,None,None,None,None,1,0.4443,MEDIUM
Captopril,Metoprolol,None,None,None,None,None,0,0.0496,LOW
Simvastatin,Ritonavir,None,None,None,None,None,0,0.0466,LOW
Norfloxacin,Isavuconazole,None,None,None,None,QTc prolongation,1,0.1362,LOW
Irbesartan,Lamotrigine,CYP2C9;CYP3A4,None,None,None,Dizziness,1,0.6408,HIGH
Valsartan,Olanzapine,CYP3A4,None,None,None,None,1,0.4199,MEDIUM
Glimepiride,Phenytoin,CYP2C9,None,None,None,None,1,0.42,MEDIUM
Nebivolol,Chlorthalidone,None,None,None,None,None,0,0.0242,LOW
Midazolam,Chlorthalidone,None,None,None,None,None,0,0.0576,LOW
Verapamil,Doxazosin,CYP3A4,None,None,P-glycoprotein (P-gp),Dizziness,1,0.6109,HIGH
Citalopram,Fluconazole,None,None,None,P-glycoprotein (P-gp),Nausea,0,0.2526,MEDIUM
Nadolol,Dulaglutide,None,None,None,None,None,0,0.0599,LOW
Pantoprazole,Propranolol,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Dabigatran,Carbamazepine,CYP2C9;CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.581,HIGH
Fidaxomicin,Sumatriptan,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Benazepril,Fluconazole,None,None,None,None,None,0,0.0498,LOW
Diltiazem,Fludrocortisone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4964,MEDIUM
Clevidipine,Fludrocortisone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4999,MEDIUM
Telmisartan,Lurasidone,CYP3A4,None,None,None,None,1,0.4007,MEDIUM
Valsartan,Tipranavir,None,None,None,None,None,0,0.0408,LOW
Ibandronate,Lurasidone,None,None,None,None,None,0,0.0752,LOW
Benazepril,Risedronate,None,None,None,None,None,0,0.0416,LOW
Telmisartan,Rizatriptan,None,None,None,None,Dizziness,0,0.1257,LOW
Trandolapril,Topiramate,None,None,None,None,None,0,0.0326,LOW
Betamethasone,Clonazepam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5423,HIGH
Felodipine,Rizatriptan,None,None,None,P-glycoprotein (P-gp),Dizziness;Flushing,1,0.2131,LOW
Celecoxib,Alogliptin,None,None,None,None,None,0,0.0127,LOW
Paroxetine,Cimetidine,None,None,None,None,None,0,0.0463,LOW
Rabeprazole,Diclofenac,None,None,None,None,None,0,0.016,LOW
Delafloxacin,Brexpiprazole,None,None,None,None,QTc prolongation,0,0.1523,LOW
Esomeprazole,Ketoconazole,None,None,None,P-glycoprotein (P-gp),None,0,0.1391,LOW
Nelfinavir,Brexpiprazole,None,None,None,P-glycoprotein (P-gp),None,1,0.1048,LOW
Isradipine,Triazolam,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4854,MEDIUM
Nadolol,Semaglutide,None,None,None,None,None,0,0.0717,LOW
Metformin,Nizatidine,None,None,None,OCT2;MATE1,None,0,0.1,LOW
Dapagliflozin,Quetiapine,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Amlodipine,Quetiapine,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.5425,HIGH
Clarithromycin,Aripiprazole,None,None,None,P-glycoprotein (P-gp),QTc prolongation,0,0.2983,MEDIUM
Piroxicam,Linagliptin,None,None,None,None,None,0,0.0197,LOW
Eprosartan,Salmeterol,None,None,None,None,None,0,0.0357,LOW
Delafloxacin,Lamotrigine,None,None,None,None,None,0,0.0246,LOW
Sertraline,Nortriptyline,CYP2D6,Serotonin transporter (SERT),None,P-glycoprotein (P-gp),None,1,0.5963,HIGH
Tamsulosin,Dulaglutide,None,None,None,None,None,0,0.0672,LOW
Diltiazem,Moxifloxacin,None,None,None,None,None,0,0.0748,LOW
Atenolol,Lamotrigine,None,None,None,P-glycoprotein (P-gp),None,0,0.1,LOW
Carvedilol,Ciprofloxacin,None,None,None,None,None,0,0.0232,LOW
Moexipril,Gemifloxacin,None,None,None,None,None,0,0.0291,LOW
Fluoxetine,Metformin,None,None,None,None,Nausea,1,0.1237,LOW
Lansoprazole,Semaglutide,None,None,None,None,None,0,0.0235,LOW
Ramipril,Aripiprazole,None,None,None,None,None,0,0.053,LOW
Pitavastatin,Clonazepam,CYP3A4,None,None,None,None,1,0.3755,MEDIUM
Lisinopril,Azilsartan,None,None,Renin-angiotensin-aldosterone system (RAAS),None,Hyperkalemia;Hypotension,0,0.3271,MEDIUM
Aripiprazole,Linagliptin,None,None,None,P-glycoprotein (P-gp),None,0,0.1168,LOW
Perindopril,Almotriptan,None,None,None,None,None,0,0.0324,LOW
Azilsartan,Vilanterol,None,None,None,None,None,0,0.0106,LOW
Azithromycin,Paliperidone,None,None,None,P-glycoprotein (P-gp),QTc prolongation,1,0.2712,MEDIUM
Verapamil,Posaconazole,None,None,None,P-glycoprotein (P-gp),None,1,0.1,LOW
Fluvoxamine,Zolmitriptan,None,None,None,P-glycoprotein (P-gp),None,0,0.1416,LOW
Terazosin,Betamethasone,CYP3A4,None,None,P-glycoprotein (P-gp),None,1,0.4606,MEDIUM
